地区,自治体,学校No,学校名,種別,機器No,SN
岐阜地区,羽島郡,1,岐南・東小,生徒,0634,095HRR6F
岐阜地区,羽島郡,1,岐南・東小,生徒,0635,F1Q07EQ0
岐阜地区,羽島郡,1,岐南・東小,生徒,0636,7NSVZ9QS
岐阜地区,羽島郡,1,岐南・東小,生徒,0637,KX2QMGE7
岐阜地区,羽島郡,1,岐南・東小,生徒,0638,14DCIT5E
岐阜地区,羽島郡,1,岐南・東小,生徒,0639,0A6LWYXL
岐阜地区,羽島郡,1,岐南・東小,生徒,0640,W23TOFDF
岐阜地区,羽島郡,1,岐南・東小,生徒,0641,PC1RVVU2
岐阜地区,羽島郡,1,岐南・東小,生徒,0642,45WFEU4P
岐阜地区,羽島郡,1,岐南・東小,生徒,0643,J7JE21I3
岐阜地区,羽島郡,1,岐南・東小,生徒,0644,JLYMRL7W
岐阜地区,羽島郡,1,岐南・東小,生徒,0645,S12B08YU
岐阜地区,羽島郡,1,岐南・東小,生徒,0646,24IWT7X7
岐阜地区,羽島郡,1,岐南・東小,生徒,0647,I964HARU
岐阜地区,羽島郡,1,岐南・東小,生徒,0648,T4W7EFRM
岐阜地区,羽島郡,1,岐南・東小,生徒,0649,0ZOFMI5C
岐阜地区,羽島郡,1,岐南・東小,生徒,0650,CMFA8DID
岐阜地区,羽島郡,1,岐南・東小,生徒,0651,5Q8W43H1
岐阜地区,羽島郡,1,岐南・東小,生徒,0652,09PE7K64
岐阜地区,羽島郡,1,岐南・東小,生徒,0653,I2RGQOO0
岐阜地区,羽島郡,1,岐南・東小,生徒,0654,KQZ986UO
岐阜地区,羽島郡,1,岐南・東小,生徒,0655,HWV2S9J2
岐阜地区,羽島郡,1,岐南・東小,生徒,0656,T064RHJU
岐阜地区,羽島郡,1,岐南・東小,生徒,0657,0NWGMSLL
岐阜地区,羽島郡,1,岐南・東小,生徒,0658,Q9C2AG9C
岐阜地区,羽島郡,1,岐南・東小,生徒,0659,PDFC3UUC
岐阜地区,羽島郡,1,岐南・東小,生徒,0660,ZDAE19RC
岐阜地区,羽島郡,1,岐南・東小,生徒,0661,0JQ54ZNX
岐阜地区,羽島郡,1,岐南・東小,生徒,0662,1CKXR3BQ
岐阜地区,羽島郡,1,岐南・東小,生徒,0663,SMT9JRO0
岐阜地区,羽島郡,1,岐南・東小,生徒,0664,JLRZKZIT
岐阜地区,羽島郡,1,岐南・東小,生徒,0665,WATIZ4WQ
岐阜地区,羽島郡,1,岐南・東小,生徒,0666,UKS4KRPM
岐阜地区,羽島郡,1,岐南・東小,生徒,0667,HVSF0GHF
岐阜地区,羽島郡,1,岐南・東小,生徒,0668,F4LIV9Q2
岐阜地区,羽島郡,1,岐南・東小,生徒,0669,JYQ9EI86
岐阜地区,羽島郡,1,岐南・東小,生徒,0670,UQU0MV73
岐阜地区,羽島郡,1,岐南・東小,生徒,0671,H2S7MJY9
岐阜地区,羽島郡,1,岐南・東小,生徒,0672,UJ6ZX77E
岐阜地区,羽島郡,1,岐南・東小,生徒,0673,8G0EUFFR
岐阜地区,羽島郡,1,岐南・東小,生徒,0674,583FYDOX
岐阜地区,羽島郡,1,岐南・東小,生徒,0675,9308V45S
岐阜地区,羽島郡,1,岐南・東小,生徒,0676,8BA14SCG
岐阜地区,羽島郡,1,岐南・東小,生徒,0677,QK3VU0TH
岐阜地区,羽島郡,1,岐南・東小,生徒,0678,474F7ATT
岐阜地区,羽島郡,1,岐南・東小,生徒,0679,I6PCDMGB
岐阜地区,羽島郡,1,岐南・東小,生徒,0680,T4MQJFW7
岐阜地区,羽島郡,2,岐南・西小,生徒,0001,0R42DISE
岐阜地区,羽島郡,2,岐南・西小,生徒,0002,3I4GWFJ3
岐阜地区,羽島郡,2,岐南・西小,生徒,0003,HANOGQXS
岐阜地区,羽島郡,2,岐南・西小,生徒,0004,UAXKMWE4
岐阜地区,羽島郡,2,岐南・西小,生徒,0005,5BBV6HIM
岐阜地区,羽島郡,2,岐南・西小,生徒,0006,QR95SEOM
岐阜地区,羽島郡,2,岐南・西小,生徒,0007,MFBTGSUR
岐阜地区,羽島郡,2,岐南・西小,生徒,0008,S5Y4TZLT
岐阜地区,羽島郡,2,岐南・西小,生徒,0009,27NYG7PN
岐阜地区,羽島郡,2,岐南・西小,生徒,0010,UP99B2YS
岐阜地区,羽島郡,2,岐南・西小,生徒,0011,OV4ILPZO
岐阜地区,羽島郡,2,岐南・西小,生徒,0012,2W4FIPYE
岐阜地区,羽島郡,2,岐南・西小,生徒,0013,DLSCRIBL
岐阜地区,羽島郡,2,岐南・西小,生徒,0014,W7DL6JNH
岐阜地区,羽島郡,2,岐南・西小,生徒,0015,U8MCYJXF
岐阜地区,羽島郡,2,岐南・西小,生徒,0016,2N2G5SHB
岐阜地区,羽島郡,2,岐南・西小,生徒,0017,1K6AQVTB
岐阜地区,羽島郡,2,岐南・西小,生徒,0018,5UC07NN8
岐阜地区,羽島郡,2,岐南・西小,生徒,0019,DGV53XAO
岐阜地区,羽島郡,2,岐南・西小,生徒,0020,V0IFOB26
岐阜地区,羽島郡,2,岐南・西小,生徒,0021,8G50IWJ5
岐阜地区,羽島郡,2,岐南・西小,生徒,0022,1N1LRN94
岐阜地区,羽島郡,2,岐南・西小,生徒,0023,PQYLMTQ6
岐阜地区,羽島郡,2,岐南・西小,生徒,0024,WDRFHU12
岐阜地区,羽島郡,2,岐南・西小,生徒,0025,53B19YAV
岐阜地区,羽島郡,2,岐南・西小,生徒,0026,C4DVVCTH
岐阜地区,羽島郡,2,岐南・西小,生徒,0027,95LL0OAU
岐阜地区,羽島郡,2,岐南・西小,生徒,0028,P7F87J08
岐阜地区,羽島郡,2,岐南・西小,生徒,0029,125UGESP
岐阜地区,羽島郡,2,岐南・西小,生徒,0030,CE5ZFC07
岐阜地区,羽島郡,2,岐南・西小,生徒,0031,DSJBHUV5
岐阜地区,羽島郡,2,岐南・西小,生徒,0032,5ZA89531
岐阜地区,羽島郡,2,岐南・西小,生徒,0033,EFMM3G0J
岐阜地区,羽島郡,2,岐南・西小,生徒,0034,BQUMX0LO
岐阜地区,羽島郡,2,岐南・西小,生徒,0035,DEEH7KV3
岐阜地区,羽島郡,2,岐南・西小,生徒,0036,M2KB8EU5
岐阜地区,羽島郡,2,岐南・西小,生徒,0037,OA9PFRVH
岐阜地区,羽島郡,2,岐南・西小,生徒,0038,GRFC1VZ0
岐阜地区,羽島郡,2,岐南・西小,生徒,0039,X7UN5HU1
岐阜地区,羽島郡,2,岐南・西小,生徒,0040,SUTDBTAX
岐阜地区,羽島郡,2,岐南・西小,生徒,0041,MW1W3BKO
岐阜地区,羽島郡,2,岐南・西小,生徒,0042,YCCORY3L
岐阜地区,羽島郡,2,岐南・西小,生徒,0043,IL4NFQUO
岐阜地区,羽島郡,2,岐南・西小,生徒,0044,VPJFER6M
岐阜地区,羽島郡,2,岐南・西小,生徒,0045,EHE97N21
岐阜地区,羽島郡,2,岐南・西小,生徒,0046,1N3C93VA
岐阜地区,羽島郡,2,岐南・西小,生徒,0047,316VMZSS
岐阜地区,羽島郡,2,岐南・西小,生徒,0048,LBEXRKQU
岐阜地区,羽島郡,2,岐南・西小,生徒,0049,FGNDXKIE
岐阜地区,羽島郡,2,岐南・西小,生徒,0050,AM6L8BWF
岐阜地区,羽島郡,2,岐南・西小,生徒,0051,1KMR35FU
岐阜地区,羽島郡,2,岐南・西小,生徒,0052,2LRCHBQF
岐阜地区,羽島郡,2,岐南・西小,生徒,0053,OLQU58DE
岐阜地区,羽島郡,2,岐南・西小,生徒,0054,AOFQSVLC
岐阜地区,羽島郡,2,岐南・西小,生徒,0055,KN5NDVW0
岐阜地区,羽島郡,2,岐南・西小,生徒,0056,LLPVXH9X
岐阜地区,羽島郡,2,岐南・西小,生徒,0057,HQR9BMHN
岐阜地区,羽島郡,2,岐南・西小,生徒,0058,AKBTH1V7
岐阜地区,羽島郡,2,岐南・西小,生徒,0059,8H3VOPJF
岐阜地区,羽島郡,2,岐南・西小,生徒,0060,DSB6F3JK
岐阜地区,羽島郡,2,岐南・西小,生徒,0061,YZWFHUJ9
岐阜地区,羽島郡,2,岐南・西小,生徒,0062,XC6R8L2A
岐阜地区,羽島郡,2,岐南・西小,生徒,0063,LZQAD1C6
岐阜地区,羽島郡,2,岐南・西小,生徒,0064,0V9TCHIA
岐阜地区,羽島郡,2,岐南・西小,生徒,0065,SF836EUG
岐阜地区,羽島郡,2,岐南・西小,生徒,0066,UHXXYKIW
岐阜地区,羽島郡,2,岐南・西小,生徒,0067,WG8FLCO9
岐阜地区,羽島郡,2,岐南・西小,生徒,0068,R436W8LC
岐阜地区,羽島郡,2,岐南・西小,生徒,0069,AIOBVD5S
岐阜地区,羽島郡,2,岐南・西小,生徒,0070,IRPD1U5Q
岐阜地区,羽島郡,2,岐南・西小,生徒,0071,OOX6FHZW
岐阜地区,羽島郡,2,岐南・西小,生徒,0072,SLTPBYW7
岐阜地区,羽島郡,2,岐南・西小,生徒,0073,YQXLO56X
岐阜地区,羽島郡,2,岐南・西小,生徒,0074,U5ZDVZ1I
岐阜地区,羽島郡,2,岐南・西小,生徒,0075,MKSIJA4L
岐阜地区,羽島郡,2,岐南・西小,生徒,0076,T9II7MDF
岐阜地区,羽島郡,2,岐南・西小,生徒,0077,KQHUJE0L
岐阜地区,羽島郡,2,岐南・西小,生徒,0078,VOHQWJD9
岐阜地区,羽島郡,2,岐南・西小,生徒,0079,PN2C5YFL
岐阜地区,羽島郡,2,岐南・西小,生徒,0080,6PA7NYA2
岐阜地区,羽島郡,2,岐南・西小,生徒,0081,0BQYB992
岐阜地区,羽島郡,2,岐南・西小,生徒,0082,PJZPBHET
岐阜地区,羽島郡,2,岐南・西小,生徒,0083,XDIKG5BR
岐阜地区,羽島郡,2,岐南・西小,生徒,0084,VQ021SZU
岐阜地区,羽島郡,2,岐南・西小,生徒,0085,I0F91B3Q
岐阜地区,羽島郡,2,岐南・西小,生徒,0086,H5F27L75
岐阜地区,羽島郡,2,岐南・西小,生徒,0087,CRZ1JXIY
岐阜地区,羽島郡,2,岐南・西小,生徒,0088,17JJVEQL
岐阜地区,羽島郡,2,岐南・西小,生徒,0089,JJC82HRR
岐阜地区,羽島郡,2,岐南・西小,生徒,0090,ZVWQ9O0D
岐阜地区,羽島郡,2,岐南・西小,生徒,0091,ITEKTM47
岐阜地区,羽島郡,2,岐南・西小,生徒,0092,4PG1SFTY
岐阜地区,羽島郡,2,岐南・西小,生徒,0093,4CJGSONR
岐阜地区,羽島郡,2,岐南・西小,生徒,0094,O8E85DT7
岐阜地区,羽島郡,2,岐南・西小,生徒,0095,EYTRTI9B
岐阜地区,羽島郡,2,岐南・西小,生徒,0096,UN02XNNE
岐阜地区,羽島郡,2,岐南・西小,生徒,0097,Z08098QY
岐阜地区,羽島郡,2,岐南・西小,生徒,0098,I8UNE0ZD
岐阜地区,羽島郡,2,岐南・西小,生徒,0099,FZNKV77T
岐阜地区,羽島郡,2,岐南・西小,生徒,0100,EZ26M5ZN
岐阜地区,羽島郡,2,岐南・西小,生徒,0101,0ZZ2LUQ6
岐阜地区,羽島郡,2,岐南・西小,生徒,0102,1035NVBW
岐阜地区,羽島郡,2,岐南・西小,生徒,0103,AUVMWFRB
岐阜地区,羽島郡,2,岐南・西小,生徒,0104,SH9AJ6KB
岐阜地区,羽島郡,2,岐南・西小,生徒,0105,24CGY6GO
岐阜地区,羽島郡,2,岐南・西小,生徒,0106,2C9V3CDF
岐阜地区,羽島郡,2,岐南・西小,生徒,0107,OWUGG9ZI
岐阜地区,羽島郡,2,岐南・西小,生徒,0108,AII3TJCO
岐阜地区,羽島郡,2,岐南・西小,生徒,0109,4H2G91R8
岐阜地区,羽島郡,2,岐南・西小,生徒,0110,3Z69GS3L
岐阜地区,羽島郡,2,岐南・西小,生徒,0111,DJ5M7NPW
岐阜地区,羽島郡,2,岐南・西小,生徒,0112,5GVIZJLL
岐阜地区,羽島郡,2,岐南・西小,生徒,0113,1B340Q3I
岐阜地区,羽島郡,2,岐南・西小,生徒,0114,1W36XX38
岐阜地区,羽島郡,2,岐南・西小,生徒,0115,0RX4T604
岐阜地区,羽島郡,2,岐南・西小,生徒,0116,PRRSVMBE
岐阜地区,羽島郡,2,岐南・西小,生徒,0117,GUGV8HSO
岐阜地区,羽島郡,2,岐南・西小,生徒,0118,YP5VK6WY
岐阜地区,羽島郡,2,岐南・西小,生徒,0119,56YFQ1BC
岐阜地区,羽島郡,2,岐南・西小,生徒,0120,3JD2ND34
岐阜地区,羽島郡,2,岐南・西小,生徒,0121,E4IL8SUV
岐阜地区,羽島郡,2,岐南・西小,生徒,0122,52ML596K
岐阜地区,羽島郡,2,岐南・西小,生徒,0123,RXJLV1G5
岐阜地区,羽島郡,2,岐南・西小,生徒,0124,E13IR250
岐阜地区,羽島郡,2,岐南・西小,生徒,0125,KK3V2UJ8
岐阜地区,羽島郡,2,岐南・西小,生徒,0126,ZOFESXUC
岐阜地区,羽島郡,2,岐南・西小,生徒,0127,07DQ44OV
岐阜地区,羽島郡,2,岐南・西小,生徒,0128,WIRYSDRN
岐阜地区,羽島郡,2,岐南・西小,生徒,0129,G0BJVN62
岐阜地区,羽島郡,2,岐南・西小,生徒,0130,9SEL19MP
岐阜地区,羽島郡,2,岐南・西小,生徒,0131,SZQ3AEGO
岐阜地区,羽島郡,2,岐南・西小,生徒,0132,1C4LV46Z
岐阜地区,羽島郡,2,岐南・西小,生徒,0133,TUWBU6HC
岐阜地区,羽島郡,2,岐南・西小,生徒,0134,OC9JDR39
岐阜地区,羽島郡,2,岐南・西小,生徒,0135,OASIIFOI
岐阜地区,羽島郡,2,岐南・西小,生徒,0136,H0L5RYRP
岐阜地区,羽島郡,2,岐南・西小,生徒,0137,8Y30Q4HD
岐阜地区,羽島郡,2,岐南・西小,生徒,0138,8L0SNBYN
岐阜地区,羽島郡,2,岐南・西小,生徒,0139,C96MUULS
岐阜地区,羽島郡,2,岐南・西小,生徒,0140,FA7SXQJE
岐阜地区,羽島郡,2,岐南・西小,生徒,0141,QFCA6U5K
岐阜地区,羽島郡,2,岐南・西小,生徒,0142,3UDZ2TWF
岐阜地区,羽島郡,2,岐南・西小,生徒,0143,OJV3GNKJ
岐阜地区,羽島郡,2,岐南・西小,生徒,0144,HH71XRIG
岐阜地区,羽島郡,2,岐南・西小,生徒,0145,UTZRN8S1
岐阜地区,羽島郡,2,岐南・西小,生徒,0146,Y460UV3K
岐阜地区,羽島郡,2,岐南・西小,生徒,0147,XSMU3YOW
岐阜地区,羽島郡,2,岐南・西小,生徒,0148,VVJP3GRQ
岐阜地区,羽島郡,2,岐南・西小,生徒,0149,BZP56FQC
岐阜地区,羽島郡,2,岐南・西小,生徒,0150,2S5CX93G
岐阜地区,羽島郡,2,岐南・西小,生徒,0151,KSNKGW4R
岐阜地区,羽島郡,2,岐南・西小,生徒,0152,LGRAW2JF
岐阜地区,羽島郡,2,岐南・西小,生徒,0153,EZY6N70L
岐阜地区,羽島郡,2,岐南・西小,生徒,0154,K5OSPI4D
岐阜地区,羽島郡,2,岐南・西小,生徒,0155,H16F0MR6
岐阜地区,羽島郡,2,岐南・西小,生徒,0156,AEG6Z5C7
岐阜地区,羽島郡,2,岐南・西小,生徒,0157,TC8Q6CFN
岐阜地区,羽島郡,2,岐南・西小,生徒,0158,1JJNK8K7
岐阜地区,羽島郡,2,岐南・西小,生徒,0159,LCXJNZKG
岐阜地区,羽島郡,2,岐南・西小,生徒,0160,13QDHBWJ
岐阜地区,羽島郡,2,岐南・西小,生徒,0161,66NX8D3T
岐阜地区,羽島郡,2,岐南・西小,生徒,0162,F40IVWCE
岐阜地区,羽島郡,2,岐南・西小,生徒,0163,KP6YNB11
岐阜地区,羽島郡,2,岐南・西小,生徒,0164,0KEESDTX
岐阜地区,羽島郡,2,岐南・西小,生徒,0165,WDACD3W9
岐阜地区,羽島郡,2,岐南・西小,生徒,0166,KMJ60ICV
岐阜地区,羽島郡,2,岐南・西小,生徒,0167,HBAYZEQK
岐阜地区,羽島郡,2,岐南・西小,生徒,0168,C79IUXXV
岐阜地区,羽島郡,2,岐南・西小,生徒,0169,7SGF2XIG
岐阜地区,羽島郡,2,岐南・西小,生徒,0170,2TLX3XQW
岐阜地区,羽島郡,2,岐南・西小,生徒,0171,8S51VDUK
岐阜地区,羽島郡,2,岐南・西小,生徒,0172,11LTG86B
岐阜地区,羽島郡,2,岐南・西小,生徒,0173,ZGJT7P39
岐阜地区,羽島郡,2,岐南・西小,生徒,0174,7ZS97GB0
岐阜地区,羽島郡,2,岐南・西小,生徒,0175,XB1AM0L7
岐阜地区,羽島郡,2,岐南・西小,生徒,0176,QH1NW34G
岐阜地区,羽島郡,2,岐南・西小,生徒,0177,IDYY7LA0
岐阜地区,羽島郡,2,岐南・西小,生徒,0178,QTWLDIF7
岐阜地区,羽島郡,2,岐南・西小,生徒,0179,OZLI2PJB
岐阜地区,羽島郡,2,岐南・西小,生徒,0180,WJ1TAULB
岐阜地区,羽島郡,2,岐南・西小,生徒,0181,LG7UT0MW
岐阜地区,羽島郡,2,岐南・西小,生徒,0182,WXMAPVRZ
岐阜地区,羽島郡,2,岐南・西小,生徒,0183,ORLJ47JF
岐阜地区,羽島郡,2,岐南・西小,生徒,0184,4WYH1KDK
岐阜地区,羽島郡,2,岐南・西小,生徒,0185,400VD9QU
岐阜地区,羽島郡,2,岐南・西小,生徒,0186,VV3N2K8Z
岐阜地区,羽島郡,2,岐南・西小,生徒,0187,MQ4QKPSQ
岐阜地区,羽島郡,2,岐南・西小,生徒,0188,EWFEISYU
岐阜地区,羽島郡,2,岐南・西小,生徒,0189,A1B5WN2Y
岐阜地区,羽島郡,2,岐南・西小,生徒,0190,G1IB418U
岐阜地区,羽島郡,2,岐南・西小,生徒,0191,4W849PPX
岐阜地区,羽島郡,2,岐南・西小,生徒,0192,ZKSO660P
岐阜地区,羽島郡,2,岐南・西小,生徒,0193,WLFMUE9I
岐阜地区,羽島郡,2,岐南・西小,生徒,0194,RUNKVZ84
岐阜地区,羽島郡,2,岐南・西小,生徒,0195,1QVCSJ7M
岐阜地区,羽島郡,2,岐南・西小,生徒,0196,183HUGI2
岐阜地区,羽島郡,2,岐南・西小,生徒,0197,OJOBL79O
岐阜地区,羽島郡,2,岐南・西小,生徒,0198,9QMHS1Y6
岐阜地区,羽島郡,2,岐南・西小,生徒,0199,QC0NSWOY
岐阜地区,羽島郡,2,岐南・西小,生徒,0200,0REEPEAM
岐阜地区,羽島郡,2,岐南・西小,生徒,0201,2F12Y2Y0
岐阜地区,羽島郡,2,岐南・西小,生徒,0202,0Z516SBF
岐阜地区,羽島郡,2,岐南・西小,生徒,0203,WWIY204L
岐阜地区,羽島郡,2,岐南・西小,生徒,0204,R4NGPMO0
岐阜地区,羽島郡,2,岐南・西小,生徒,0205,VQ4Q2540
岐阜地区,羽島郡,2,岐南・西小,生徒,0206,3VXQBYNA
岐阜地区,羽島郡,2,岐南・西小,生徒,0207,EZAX8GTG
岐阜地区,羽島郡,2,岐南・西小,生徒,0208,EGMO8F81
岐阜地区,羽島郡,2,岐南・西小,生徒,0209,927V5NSM
岐阜地区,羽島郡,2,岐南・西小,生徒,0210,D6X2VG1F
岐阜地区,羽島郡,2,岐南・西小,生徒,0211,EIIQQKSW
岐阜地区,羽島郡,2,岐南・西小,生徒,0212,9QWJYMOI
岐阜地区,羽島郡,2,岐南・西小,生徒,0213,ZPF3HAWC
岐阜地区,羽島郡,2,岐南・西小,生徒,0214,A4ZS2MDE
岐阜地区,羽島郡,2,岐南・西小,生徒,0215,1J0RJIBD
岐阜地区,羽島郡,2,岐南・西小,生徒,0216,B4S00GEG
岐阜地区,羽島郡,2,岐南・西小,生徒,0217,787AC4H7
岐阜地区,羽島郡,2,岐南・西小,生徒,0218,LJJVNUOO
岐阜地区,羽島郡,2,岐南・西小,生徒,0219,H8MW5YLS
岐阜地区,羽島郡,2,岐南・西小,生徒,0220,PL35TD4P
岐阜地区,羽島郡,2,岐南・西小,生徒,0221,1W3RH3MA
岐阜地区,羽島郡,2,岐南・西小,生徒,0222,VRCQ6W8U
岐阜地区,羽島郡,2,岐南・西小,生徒,0223,AH2OKFGG
岐阜地区,羽島郡,2,岐南・西小,生徒,0224,5R6HWPAB
岐阜地区,羽島郡,2,岐南・西小,生徒,0225,JFGKN8RP
岐阜地区,羽島郡,2,岐南・西小,生徒,0226,BOUN3INQ
岐阜地区,羽島郡,2,岐南・西小,生徒,0227,U3G9KF1V
岐阜地区,羽島郡,2,岐南・西小,生徒,0228,BB28KAP6
岐阜地区,羽島郡,2,岐南・西小,生徒,0229,58OPZM59
岐阜地区,羽島郡,2,岐南・西小,生徒,0230,85IZUT2V
岐阜地区,羽島郡,2,岐南・西小,生徒,0231,TE11XT66
岐阜地区,羽島郡,2,岐南・西小,生徒,0232,XP92U67W
岐阜地区,羽島郡,2,岐南・西小,生徒,0233,7BTE9A3S
岐阜地区,羽島郡,2,岐南・西小,生徒,0234,VU9TTGPT
岐阜地区,羽島郡,2,岐南・西小,生徒,0235,7M10LMML
岐阜地区,羽島郡,2,岐南・西小,生徒,0236,7P9GJ1AX
岐阜地区,羽島郡,2,岐南・西小,生徒,0237,V3Y1YZH0
岐阜地区,羽島郡,2,岐南・西小,生徒,0238,LESPXOFG
岐阜地区,羽島郡,2,岐南・西小,生徒,0239,L2BVWPV2
岐阜地区,羽島郡,2,岐南・西小,生徒,0240,JY73Z4OP
岐阜地区,羽島郡,2,岐南・西小,生徒,0241,6ZSBZ90B
岐阜地区,羽島郡,2,岐南・西小,生徒,0242,A9CCMA8O
岐阜地区,羽島郡,2,岐南・西小,生徒,0243,ZJGL3KQX
岐阜地区,羽島郡,2,岐南・西小,生徒,0244,S1GF5AP2
岐阜地区,羽島郡,2,岐南・西小,生徒,0245,9B5ACCKG
岐阜地区,羽島郡,2,岐南・西小,生徒,0246,RPOE64YS
岐阜地区,羽島郡,2,岐南・西小,生徒,0247,G6AYJ7YX
岐阜地区,羽島郡,2,岐南・西小,生徒,0248,CUWSVJN2
岐阜地区,羽島郡,2,岐南・西小,生徒,0249,Q99TAKEQ
岐阜地区,羽島郡,2,岐南・西小,生徒,0250,3LXSWS2E
岐阜地区,羽島郡,2,岐南・西小,生徒,0251,YNW9MMWC
岐阜地区,羽島郡,2,岐南・西小,生徒,0252,0G0QLCTE
岐阜地区,羽島郡,2,岐南・西小,生徒,0253,3533G96C
岐阜地区,羽島郡,2,岐南・西小,生徒,0254,G09VE9YN
岐阜地区,羽島郡,2,岐南・西小,生徒,0255,BBGEUUZY
岐阜地区,羽島郡,2,岐南・西小,生徒,0256,KLZSYGDB
岐阜地区,羽島郡,2,岐南・西小,生徒,0257,K1HV4RIP
岐阜地区,羽島郡,2,岐南・西小,生徒,0258,AK5YQSRX
岐阜地区,羽島郡,2,岐南・西小,生徒,0259,56ME59B0
岐阜地区,羽島郡,2,岐南・西小,生徒,0260,5XTZX9XV
岐阜地区,羽島郡,2,岐南・西小,生徒,0261,RBN1DJZ2
岐阜地区,羽島郡,2,岐南・西小,生徒,0262,E3QPA3KJ
岐阜地区,羽島郡,2,岐南・西小,生徒,0263,SZLQSPRT
岐阜地区,羽島郡,2,岐南・西小,生徒,0264,6VO4AHEP
岐阜地区,羽島郡,2,岐南・西小,生徒,0265,ECFUXY1I
岐阜地区,羽島郡,2,岐南・西小,生徒,0266,OKLT2PFN
岐阜地区,羽島郡,2,岐南・西小,生徒,0267,GA1PHOFQ
岐阜地区,羽島郡,2,岐南・西小,生徒,0268,JDBA5R9X
岐阜地区,羽島郡,2,岐南・西小,生徒,0269,MMUFRMRA
岐阜地区,羽島郡,2,岐南・西小,生徒,0270,MJ8NQ3L3
岐阜地区,羽島郡,2,岐南・西小,生徒,0271,R7MMLTEX
岐阜地区,羽島郡,2,岐南・西小,生徒,0272,DNP3ADRP
岐阜地区,羽島郡,2,岐南・西小,生徒,0273,O7IFQUCS
岐阜地区,羽島郡,2,岐南・西小,生徒,0274,7W5AQ714
岐阜地区,羽島郡,2,岐南・西小,生徒,0275,3E8SUHM0
岐阜地区,羽島郡,2,岐南・西小,生徒,0276,OFC5OKVT
岐阜地区,羽島郡,2,岐南・西小,生徒,0277,GCBLGAOV
岐阜地区,羽島郡,2,岐南・西小,生徒,0278,56Z878NR
岐阜地区,羽島郡,2,岐南・西小,生徒,0279,EICKPZWP
岐阜地区,羽島郡,2,岐南・西小,生徒,0280,VKC57C9A
岐阜地区,羽島郡,2,岐南・西小,生徒,0281,LRA2INF3
岐阜地区,羽島郡,2,岐南・西小,生徒,0282,C29I5B07
岐阜地区,羽島郡,2,岐南・西小,生徒,0283,9TVNPSJX
岐阜地区,羽島郡,2,岐南・西小,生徒,0284,U6MYEM6Z
岐阜地区,羽島郡,2,岐南・西小,生徒,0285,IK7K6PF3
岐阜地区,羽島郡,2,岐南・西小,生徒,0286,RK0JDOD3
岐阜地区,羽島郡,2,岐南・西小,生徒,0287,XRT76ZXD
岐阜地区,羽島郡,2,岐南・西小,生徒,0288,NZOF7SEG
岐阜地区,羽島郡,2,岐南・西小,生徒,0289,7JYDUKG2
岐阜地区,羽島郡,2,岐南・西小,生徒,0290,09RN0N5F
岐阜地区,羽島郡,2,岐南・西小,生徒,0291,PPC45A5V
岐阜地区,羽島郡,2,岐南・西小,生徒,0292,FU2F59GL
岐阜地区,羽島郡,2,岐南・西小,生徒,0293,9UGPP1ZZ
岐阜地区,羽島郡,2,岐南・西小,生徒,0294,KUT4DGIJ
岐阜地区,羽島郡,2,岐南・西小,生徒,0295,I95QG171
岐阜地区,羽島郡,2,岐南・西小,生徒,0296,VK6M2U5P
岐阜地区,羽島郡,2,岐南・西小,生徒,0297,OP321NMW
岐阜地区,羽島郡,2,岐南・西小,生徒,0298,44PXDK8O
岐阜地区,羽島郡,2,岐南・西小,生徒,0299,BWPHYFA0
岐阜地区,羽島郡,2,岐南・西小,生徒,0300,HYLOXJY8
岐阜地区,羽島郡,2,岐南・西小,生徒,0301,CTXK82B6
岐阜地区,羽島郡,2,岐南・西小,生徒,0302,WGIYR57R
岐阜地区,羽島郡,2,岐南・西小,生徒,0303,8MYUZ57Y
岐阜地区,羽島郡,2,岐南・西小,生徒,0304,EXNX50G1
岐阜地区,羽島郡,2,岐南・西小,生徒,0305,OMNMAVFB
岐阜地区,羽島郡,2,岐南・西小,生徒,0306,JZE5EHFL
岐阜地区,羽島郡,2,岐南・西小,生徒,0307,ZYPYUTFT
岐阜地区,羽島郡,2,岐南・西小,生徒,0308,2KBSFSED
岐阜地区,羽島郡,2,岐南・西小,生徒,0309,57PY4BIT
岐阜地区,羽島郡,2,岐南・西小,生徒,0310,90NLH2CF
岐阜地区,羽島郡,2,岐南・西小,生徒,0311,Z1V2OI53
岐阜地区,羽島郡,2,岐南・西小,生徒,0312,JV8KYP80
岐阜地区,羽島郡,2,岐南・西小,生徒,0313,QO7EU3CP
岐阜地区,羽島郡,2,岐南・西小,生徒,0314,52LOFGAS
岐阜地区,羽島郡,2,岐南・西小,生徒,0315,NEMPG41R
岐阜地区,羽島郡,2,岐南・西小,生徒,0316,AUR004B9
岐阜地区,羽島郡,2,岐南・西小,生徒,0317,RSWLB7UH
岐阜地区,羽島郡,2,岐南・西小,生徒,0318,S1W8QQEX
岐阜地区,羽島郡,2,岐南・西小,生徒,0319,L5XE3QQ8
岐阜地区,羽島郡,2,岐南・西小,生徒,0320,NBZSJMUD
岐阜地区,羽島郡,2,岐南・西小,生徒,0321,0GV75EMB
岐阜地区,羽島郡,2,岐南・西小,生徒,0322,QAX6VT8T
岐阜地区,羽島郡,2,岐南・西小,生徒,0323,JF2W1OXW
